Year,SMW,Date,Crop_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Monetta,NRC-7,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,,
2024,34,19-08-2024 to 25-08-2024,5,Japalpur,79.97,23.19,28.29,1,0,23.52,0,0,29.4,0,31.3,24.8,93.3,75.3,4,91.2,1.37,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,6,Japalpur,79.97,23.19,45.23,4.08,0.33,40.32,0,0,40.3,1.45,31.9,25.4,91.3,68.7,1,17.8,1.8,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,7,Japalpur,79.97,23.19,50.26,8.64,3.44,44.06,0,0,42.51,4.59,32.7,25.4,91.1,67.7,2,17.2,1.52,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,8,Japalpur,79.97,23.19,50.52,10.92,6.29,44.14,0,0,42.83,5.73,30,24.2,91.7,76,3,184.8,3.05,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,9,Japalpur,79.97,23.19,50.52,11.71,9.13,44.14,0,0,42.98,5.84,30.6,24.2,93.6,67.7,2,93.8,2.28,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,75.88,22.71,0,5.33,0,3.56,0,0,0,8.17,27.94,23.49,97.29,80.14,5,128.78,1.93,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,75.88,22.71,7.32,14.31,4.68,12.08,0,0,0,11.25,28.81,22.94,94.43,71.43,4,58.93,2.96,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,75.88,22.71,21.67,24.21,11.35,22.35,9.04,3.11,7.98,21.93,26.67,23.33,95,89,1,3.05,2.75,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,75.88,22.71,38.32,43.98,23.47,27.18,13.26,13.34,12.33,35.67,28.73,22.22,94.86,66.14,1,3.81,3.36,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,75.88,22.71,42.15,62.98,49.32,41.5,21.43,21.87,28.12,42.05,31.51,22.94,94.14,57,2,11.18,2.46,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,75.88,22.71,55.27,72.5,81.43,76.51,47.19,36.41,39.28,69.43,29.52,23.33,96.71,71.29,7,96.52,1.48,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,75.88,22.71,75.83,80.14,93.5,95.28,57.63,43.6,48.66,91.55,32.62,23.25,92.71,48.29,0,0,1.72,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,1,Indore,75.88,22.71,6.57,0,0,0,0,0,4.11,0,26.67,23.33,95,89,1,3.05,2.75,Bacterial Pustule,,
2024,37,09-09-2024 to 15-09-2024,2,Indore,75.88,22.71,14.28,0,0,3.62,0,0,15.89,6.95,28.73,22.22,94.86,66.14,1,3.81,3.36,Bacterial Pustule,,
2024,38,16-09-2024 to 22-09-2024,3,Indore,75.88,22.71,22.32,3.67,2.8,15.34,0,0,22.37,17.41,31.51,22.94,94.14,57,2,11.18,2.46,Bacterial Pustule,,
2024,39,23-09-2024 to 29-09-2024,4,Indore,75.88,22.71,41.09,12.5,7.74,31.09,0,0,35.26,35.72,29.52,23.33,96.71,71.29,7,96.52,1.48,Bacterial Pustule,,
2024,40,30-09-2024 to 06-10-2024,5,Indore,75.88,22.71,67.57,17.41,17.66,40.27,0,0,47.55,50.23,32.62,23.25,92.71,48.29,0,0,1.72,Bacterial Pustule,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,75.88,22.71,0,0,0,3.47,0,0,0,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Anthracnose,,change Anthracnose/pb to Anthracnose
2024,35,26-08-2024 to 01-09-2024,2,Indore,75.88,22.71,0,14.55,8.33,13.74,0,0,0,0,28.81,22.94,94.43,71.43,4,58.93,2.96,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,75.88,22.71,9.88,22.17,13.65,28.45,0,0,5.36,11.48,26.67,23.33,95,89,1,3.05,2.75,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,75.88,22.71,21.42,34.89,26.95,42.66,0,0,16.47,26.33,28.73,22.22,94.86,66.14,1,3.81,3.36,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,75.88,22.71,36.55,52.41,41.98,55.63,6.52,0,26.13,33.17,31.51,22.94,94.14,57,2,11.18,2.46,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,75.88,22.71,42.36,63.38,66.2,69.37,22.67,6.05,37.27,41.28,29.52,23.33,96.71,71.29,7,96.52,1.48,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,75.88,22.71,62.97,72.21,79.15,82.58,32.91,10.95,46.96,48.5,32.62,23.25,92.71,48.29,0,0,1.72,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Amravati,77.78,20.94,0,0,0,6.33,0,0,0,0,23.3,32.7,89.1,79,6,73.2,2.09,Charcoal Rot,,
2024,35,26-08-2024 to 01-09-2024,2,Amravati,77.78,20.94,0,0,0,11.2,0,0,5.3,0,23.2,32.6,83.1,78.9,3,43.2,2.58,Charcoal Rot,,
2024,36,02-09-2024 to 08-09-2024,3,Amravati,77.78,20.94,0,2.33,0,20.3,0,0,8.3,0,23.6,31.7,81.9,82.6,5,42.4,2.79,Charcoal Rot,,
2024,37,09-09-2024 to 15-09-2024,4,Amravati,77.78,20.94,0,3.88,2.11,26.44,0,3.62,10.3,5.4,23.1,31.9,78.3,68,0,2.2,3.22,Charcoal Rot,,
2024,38,16-09-2024 to 22-09-2024,5,Amravati,77.78,20.94,0,10.55,3.55,36.52,0,4.33,12.5,8.66,23.4,34.1,77.1,75.9,2,30.6,2.37,Charcoal Rot,,
2024,39,23-09-2024 to 29-09-2024,6,Amravati,77.78,20.94,0,15.3,6.3,41.3,0,6.8,16.2,12.3,23.8,32.7,84,82.3,5,74.4,1.46,Charcoal Rot,,
2024,40,30-09-2024 to 06-10-2024,7,Amravati,77.78,20.94,-,20.66,9.5,-,0,10.3,18.3,13.22,23.3,35.1,71.4,67.7,0,2.4,1.67,Charcoal Rot,,
2024,41,07-10-2024 to 13-10-2024,8,Amravati,77.78,20.94,-,26.9,11.3,-,0,12.5,24.66,15.3,23.2,34.2,67.9,68,0,0.2,1.27,Charcoal Rot,,
2024,35,26-08-2024 to 01-09-2024,1,Amravati,77.78,20.94,0,1.6,0,0,0,0,0,0,23.2,32.6,83.1,78.9,3,43.2,2.58,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,2,Amravati,77.78,20.94,0,3.56,0,2.66,0,3.22,2.55,0,23.6,31.7,81.9,82.6,5,42.4,2.79,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,3,Amravati,77.78,20.94,0,5.66,0,5.6,0,6.55,6.3,0,23.1,31.9,78.3,68,0,2.2,3.22,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,4,Amravati,77.78,20.94,0,9.56,0,10.33,0,10.56,9.3,0,23.4,34.1,77.1,75.9,2,30.6,2.37,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,5,Amravati,77.78,20.94,0,11.65,0,14.3,0,16.3,12.33,0,23.8,32.7,84,82.3,5,74.4,1.46,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,6,Amravati,77.78,20.94,0,15.3,0,18.3,0,20.5,18.3,0,23.3,35.1,71.4,67.7,0,2.4,1.67,Rhizoctonia Aerial Blight,,
2024,41,07-10-2024 to 13-10-2024,7,Amravati,77.78,20.94,0,20.22,0,24.5,0,26.3,22.44,0,23.2,34.2,67.9,68,0,0.2,1.32,Rhizoctonia Aerial Blight,,
2024,34,19-08-2024 to 25-08-2024,1,Sehore,77.1,23.2,0,2.22,1.11,2.22,1.11,0,0,0,31.36,23.8,95.42,81.31,4,83,1.69,Myrothecium Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,2,Sehore,77.1,23.2,0,8.88,8.88,5.55,7.77,13.33,6.66,3.33,29.11,23.14,95.42,85.61,2,52,2.41,Myrothecium Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,3,Sehore,77.1,23.2,0,11.11,15.55,9.99,15.99,14.44,6.66,14.44,30.93,23.36,96.14,89.07,5,50.5,2.42,Myrothecium Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,4,Sehore,77.1,23.2,11.11,17.77,17.77,21.1,19.99,25.55,6.66,19.99,29.43,22.07,96.28,86.48,2,45.6,2.93,Myrothecium Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,5,Sehore,77.1,23.2,15.55,25.55,25.55,40.16,27.28,36.11,7.77,35.86,32,21.73,93.85,83.67,1,9.2,2.28,Myrothecium Leaf Spot,,
2024,39,23-09-2024 to 29-09-2024,6,Sehore,77.1,23.2,15.55,77.52,40.1,50.55,38,39.11,11.11,35.86,32.3,22.94,97.14,83.58,2,57.5,1.37,Myrothecium Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,1,Pantnagar,79.49,29.02,5.38,3.82,3.92,4,3,4.44,2.84,2.12,25.7,33.6,86.7,66.6,2,62,1.71,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,2,Pantnagar,79.49,29.02,10.32,6.43,7.87,6.12,9.54,8.56,5.45,6.12,25.7,32.8,88.7,70.7,3,40.4,1.31,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,3,Pantnagar,79.49,29.02,14.35,12.63,11.41,13.11,11.21,12.21,11.52,10.31,24.2,30.3,92.4,75.6,4,274,1.94,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,4,Pantnagar,79.49,29.02,24.69,21.77,18.42,17.32,19.83,18.38,19.85,17.22,25.1,32.4,90.7,68.1,0,0,1.18,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,5,Pantnagar,79.49,29.02,36.32,34.12,24.31,26.31,31,28.51,24.32,22.15,24.5,32.4,90.4,73,1,8.8,1.44,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,6,Pantnagar,79.49,29.02,48.56,45.16,31.52,34.23,40.21,36.88,29.32,26.15,22.8,33.1,86.7,60,0,0,1.32,Rhizoctonia Aerial Blight,,
2024,41,07-10-2024 to 13-10-2024,7,Pantnagar,79.49,29.02,52.56,50.32,34.32,37.52,43.25,40.51,31.52,30.13,20.1,32.3,88.6,51.7,0,0,1.31,Rhizoctonia Aerial Blight,,
2024,42,14-10-2024 to 20-10-2024,8,Pantnagar,79.49,29.02,57.31,53.12,39.32,40.32,48.23,44.18,37.13,35.21,19.3,31.4,82.9,54,0,0,1.27,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,1,Pantnagar,79.49,29.02,2.15,0,0,2.31,3.53,3.14,5.23,2.13,25.7,33.6,86.7,66.6,2,62,1.71,Yellow Mosaic Disease,,
2024,36,02-09-2024 to 08-09-2024,2,Pantnagar,79.49,29.02,4.83,3.14,0,5.31,7.14,7,12.73,3.51,25.7,32.8,88.7,70.7,3,40.4,1.31,Yellow Mosaic Disease,,
2024,37,09-09-2024 to 15-09-2024,3,Pantnagar,79.49,29.02,6.77,4.85,3.51,8.36,11.53,11.21,17.3,5.13,24.2,30.3,92.4,75.6,4,274,1.94,Yellow Mosaic Disease,,
2024,38,16-09-2024 to 22-09-2024,4,Pantnagar,79.49,29.02,8.36,7.12,6.21,9.54,16.32,13.84,22.3,7.15,25.1,32.4,90.7,68.1,0,0,1.18,Yellow Mosaic Disease,,
2024,39,23-09-2024 to 29-09-2024,5,Pantnagar,79.49,29.02,13.51,9.53,7.23,15.31,24.35,22.15,28.35,11.55,24.5,32.4,90.4,73,1,8.8,1.44,Yellow Mosaic Disease,,
2024,40,30-09-2024 to 06-10-2024,6,Pantnagar,79.49,29.02,18.39,14.38,9.81,21.51,31.52,29.38,35.68,16.38,22.8,33.1,86.7,60,0,0,1.32,Yellow Mosaic Disease,,
2024,41,07-10-2024 to 13-10-2024,7,Pantnagar,79.49,29.02,20.34,16.55,9.93,23.56,36.38,32.51,41.53,18.31,20.1,32.3,88.6,51.7,0,0,1.31,Yellow Mosaic Disease,,
2024,42,14-10-2024 to 20-10-2024,8,Pantnagar,79.49,29.02,21.33,18.51,11.21,26.52,39.32,35.53,48.33,20.14,19.3,31.4,82.9,54,0,0,1.27,Yellow Mosaic Disease,,
2024,36,02-09-2024 to 08-09-2024,1,Pantnagar,79.49,29.02,0.87,0.56,0,0,0.89,0.45,1.12,0.56,25.7,32.8,88.7,70.7,3,40.4,1.31,Anthracnose,,change Anthracnose/pb to Anthracnose
2024,37,09-09-2024 to 15-09-2024,2,Pantnagar,79.49,29.02,1.76,1.05,0.78,0.76,1.43,1.03,1.23,0.87,24.2,30.3,92.4,75.6,4,274,1.94,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,3,Pantnagar,79.49,29.02,2.34,1.67,1.06,1.21,2.04,1.76,1.45,1.21,25.1,32.4,90.7,68.1,0,0,1.18,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,4,Pantnagar,79.49,29.02,5.45,7.34,1.54,1.78,2.89,2.11,2.05,1.45,24.5,32.4,90.4,73,1,8.8,1.44,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,5,Pantnagar,79.49,29.02,8.56,10.56,2.78,5.78,5.89,2.89,2.67,1.89,22.8,33.1,86.7,60,0,0,1.32,Anthracnose,,
2024,41,07-10-2024 to 13-10-2024,6,Pantnagar,79.49,29.02,10.65,12.78,5.78,8.78,9.88,6.54,5.12,4.99,20.1,32.3,88.6,51.7,0,0,1.31,Anthracnose,,
2024,42,14-10-2024 to 20-10-2024,7,Pantnagar,79.49,29.02,11.32,12.98,6.21,9.21,10.21,6.89,5.76,5.32,19.3,31.4,82.9,54,0,0,1.27,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,1,Dharwad,75,15.45,30.56,38.55,20.65,30.82,33.33,26.48,NG,33.54,27.9,20.5,87.3,81.7,1,17,3.71,Rust,,
2024,37,09-09-2024 to 15-09-2024,2,Dharwad,75,15.45,34.25,40.66,31.58,32.56,34.65,28.25,NG,38.65,28.6,19.5,88.3,74.7,0,4.6,3.29,Rust,,
2024,38,16-09-2024 to 22-09-2024,3,Dharwad,75,15.45,40.25,55.55,36.56,44.56,44.44,44.65,NG,40.21,29.5,19.3,88.7,57.4,1,13.6,2.11,Rust,,
2024,39,23-09-2024 to 29-09-2024,4,Dharwad,75,15.45,65.66,66.66,55.55,58.45,56.66,54.1,NG,58.65,28.4,19.2,87.9,54.7,2,50.6,2.62,Rust,,
2024,40,30-09-2024 to 06-10-2024,5,Dharwad,75,15.45,-,89.35,87.77,-,89.99,88.66,NG,-,31.7,20.5,85.1,71.4,3,30.4,1.5,Rust,,
2024,37,09-09-2024 to 15-09-2024,1,Dharwad,75,15.45,1.68,2.55,1.21,2.55,7.55,3.45,NG,6.56,28.6,19.5,88.3,74.7,0,4.6,3.29,Anthracnose,,change Anthracnose/pb to Anthracnose
2024,38,16-09-2024 to 22-09-2024,2,Dharwad,75,15.45,4.55,5.35,7.55,6.62,11.25,8.25,NG,18.76,29.5,19.3,88.7,57.4,1,13.6,2.11,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,3,Dharwad,75,15.45,12.36,17.77,19.25,22.11,33.33,20.31,NG,27.88,28.4,19.2,87.9,54.7,2,50.6,2.62,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,4,Dharwad,75,15.45,-,45.55,35.55,-,36.55,37.52,NG,33.33,31.7,20.5,85.1,71.4,3,30.4,1.5,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,1,Medziphema ,93.81,25.76,6.11,11.66,0,5.55,2.78,0,8.88,0,33.9,25.2,90,72,2,10.3,0.11,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,2,Medziphema ,93.81,25.76,8.33,12.22,0,7.22,6.11,0,9.44,4.44,33.7,24.9,91,68,4,49.2,0.15,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,3,Medziphema ,93.81,25.76,12.22,13.89,0,10,7.78,0,10.55,6.67,33.9,25,87,68,0,2.4,0.08,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,4,Medziphema ,93.81,25.76,12.22,16.11,4.44,16.67,11.11,13.33,12.22,9.44,30,25.2,93,69,1,7.3,0.2,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,5,Medziphema ,93.81,25.76,14.44,20,7.22,20,15.55,17.77,13.33,13.33,32.5,24.7,90,76,1,13,0.09,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,6,Medziphema ,93.81,25.76,16.11,20.55,7.78,21.66,17.22,19.44,14.44,14.44,30.1,23.9,92,79,5,60,0.07,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,1,Medziphema ,93.81,25.76,5.55,0.56,3.89,5.55,1.11,0.56,0.56,0.56,33.9,25,87,68,0,2.4,0.08,Anthracnose,,change Pod blight to Anthracnose
2024,38,16-09-2024 to 22-09-2024,2,Medziphema ,93.81,25.76,14.44,1.11,5,11.67,4.44,3.33,6.66,6.66,30,25.2,93,69,1,7.3,0.2,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,3,Medziphema ,93.81,25.76,16.11,2.78,8.89,14.44,5,3.33,9.44,8.33,32.5,24.7,90,76,1,13,0.09,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,4,Medziphema ,93.81,25.76,18.33,7.77,13.33,18.33,7.22,5,13.88,9.44,30.1,23.9,92,79,5,60,0.07,Anthracnose,,
2024,41,07-10-2024 to 13-10-2024,5,Medziphema ,93.81,25.76,21.11,10,15.55,20,8.89,7.22,17.78,13.89,31.8,22.9,90,68,3,23.3,0.14,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,1,Jorhat,94.17,26.73,1.32,0,0,0.04,0.07,0,2.18,0,36.4,25.9,92,67,0,0,0.37,Collar Rot,,
2024,39,23-09-2024 to 29-09-2024,2,Jorhat,94.17,26.73,2.31,11.68,12.68,2.17,4.73,0,5.12,0,33.2,23.7,96,77,3,90.1,0.51,Collar Rot,,
2024,40,30-09-2024 to 06-10-2024,3,Jorhat,94.17,26.73,10.15,18.19,18.21,3.37,5.06,0,5.78,0,29.6,23,96,82,5,57.5,0.44,Collar Rot,,
2024,41,07-10-2024 to 13-10-2024,4,Jorhat,94.17,26.73,13.52,15.23,18.23,20.04,15.4,0,8,5,29,21.5,97,82,2,42.4,0.46,Collar Rot,,
2024,42,14-10-2024 to 20-10-2024,5,Jorhat,94.17,26.73,42.32,20.26,20.21,21.52,30.3,1.88,25.23,6.08,29.1,20.1,94,59,0,0,0.43,Collar Rot,,
2024,43,21-10-2024 to 27-10-2024,6,Jorhat,94.17,26.73,44.06,20.52,20.52,25.87,32.21,2.5,30.16,6.64,29,20.1,95,75,1,7.1,0.45,Collar Rot,,
2024,44,28-10-2024 to 03-11-2024,7,Jorhat,94.17,26.73,45.12,20.52,20.52,26.96,32.73,5.23,30.72,9.92,29,19.5,95,76,2,38,0.43,Collar Rot,,
2024,45,04-11-2024 to 10-11-2024,8,Jorhat,94.17,26.73,44.18,25.68,25.78,27.15,32.91,6.84,30.59,10.71,29.1,17.8,94,69,0,1.8,0.49,Collar Rot,,
2024,39,23-09-2024 to 29-09-2024,1,Jorhat,94.17,26.73,4.83,0,0,0,0,1.21,3.73,0,33.2,23.7,96,77,3,90.1,0.51,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,2,Jorhat,94.17,26.73,5.26,0,0,0,0,6.06,3.06,0,29.6,23,96,82,5,57.5,0.44,Rhizoctonia Aerial Blight,,
2024,41,07-10-2024 to 13-10-2024,3,Jorhat,94.17,26.73,9.8,0,0.3,2,0,9.2,4.2,0,29,21.5,97,82,2,42.4,0.46,Rhizoctonia Aerial Blight,,
2024,42,14-10-2024 to 20-10-2024,4,Jorhat,94.17,26.73,6.3,6.83,6.25,4.12,0,6.2,5.2,2.75,29.1,20.1,94,59,0,0,0.43,Rhizoctonia Aerial Blight,,
2024,43,21-10-2024 to 27-10-2024,5,Jorhat,94.17,26.73,2.51,2.26,7.46,2.02,1.53,2.51,3.51,4.79,29,20.1,95,75,1,7.1,0.45,Rhizoctonia Aerial Blight,,
2024,44,28-10-2024 to 03-11-2024,6,Jorhat,94.17,26.73,2.13,7.8,7,4.14,2.21,4.81,3.73,5.93,29,19.5,95,76,2,38,0.43,Rhizoctonia Aerial Blight,,
2024,45,04-11-2024 to 10-11-2024,7,Jorhat,94.17,26.73,2.91,5.3,7.37,5.13,2.96,2.98,7.98,6.84,29.1,17.8,94,69,0,1.8,0.49,Rhizoctonia Aerial Blight,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,79.64,79.64,0,0,7.78,0,0,0,0,0,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,79.64,79.64,0,0,10,0,0,0,0,0,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,79.64,79.64,0,0,16.67,0,0,0,6.67,0,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,79.64,79.64,6.67,5.56,22.22,4.44,5.56,5.56,10,6.67,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,79.64,79.64,7.78,6.67,31.11,8.89,7.78,8.89,10,17.78,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,79.64,79.64,15.56,33.33,51.11,35.56,17.78,17.78,31.11,35.56,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,79.64,79.64,22.22,24.44,53.33,24.44,23.33,26.67,31.11,35.56,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
